State,Cancer Type,Mortality Rate
Kansas,Uterine corpus / Female,4.5
Kansas,Uterine corpus / Male,n/a
Kentucky,All cancer types combined / Both sexes combined,201.5
Kentucky,All cancer types combined / Female,167.1
Kentucky,All cancer types combined / Male,249.4
Kentucky,Brain and other nervous system / Both sexes combined,4.7
Kentucky,Brain and other nervous system / Female,3.9
Kentucky,Brain and other nervous system / Male,5.7
Kentucky,Breast / Both sexes combined,21.9 
Kentucky,Breast / Female,21.9
Kentucky,Breast / Male,n/a
Kentucky,Cervix / Both sexes combined,2.8
Kentucky,Cervix / Female,2.8
Kentucky,Cervix / Male,n/a
Kentucky,Colorectum / Both sexes combined,17.2
Kentucky,Colorectum / Female,14.2
Kentucky,Colorectum / Male,20.9
Kentucky,Esophagus / Both sexes combined,4.3
Kentucky,Esophagus / Female,1.4
Kentucky,Esophagus / Male,7.9
Kentucky,Hodgkin lymphoma / Both sexes combined,0.2
Kentucky,Hodgkin lymphoma / Female,0.2
Kentucky,Hodgkin lymphoma / Male,0.3
Kentucky,Kidney and renal pelvis / Both sexes combined,4.7
Kentucky,Kidney and renal pelvis / Female,3
Kentucky,Kidney and renal pelvis / Male,6.8
Kentucky,Larynx / Both sexes combined,1.5
Kentucky,Larynx / Female,0.7
Kentucky,Larynx / Male,2.5
Kentucky,Leukemia / Both sexes combined,7.7
Kentucky,Leukemia / Female,5.8
Kentucky,Leukemia / Male,10.4
Kentucky,Liver and intrahepatic bile duct / Both sexes combined,6.1
Kentucky,Liver and intrahepatic bile duct / Female,3.8
Kentucky,Liver and intrahepatic bile duct / Male,8.8
Kentucky,Lung and bronchus / Both sexes combined,69.6
Kentucky,Lung and bronchus / Female,54.7
Kentucky,Lung and bronchus / Male,89.6
Kentucky,Melanoma of the skin / Both sexes combined,3.3
Kentucky,Melanoma of the skin / Female,2.2
Kentucky,Melanoma of the skin / Male,4.7
Kentucky,Myeloma / Both sexes combined,3.5
Kentucky,Myeloma / Female,2.7
Kentucky,Myeloma / Male,4.5
Kentucky,Non-Hodgkin lymphoma / Both sexes combined,6.8
Kentucky,Non-Hodgkin lymphoma / Female,5.1
Kentucky,Non-Hodgkin lymphoma / Male,9
Kentucky,Oral cavity and pharynx / Both sexes combined,3
Kentucky,Oral cavity and pharynx / Female,1.6
Kentucky,Oral cavity and pharynx / Male,4.8
Kentucky,Ovary / Both sexes combined,7.1
Kentucky,Ovary / Female,7.1
Kentucky,Ovary / Male,n/a
Kentucky,Pancreas / Both sexes combined,11.3
Kentucky,Pancreas / Female,9.6
Kentucky,Pancreas / Male,13.3
Kentucky,Prostate / Both sexes combined,19.8
Kentucky,Prostate / Female,n/a
Kentucky,Prostate / Male,19.8
Kentucky,Stomach / Both sexes combined,2.9
Kentucky,Stomach / Female,2
Kentucky,Stomach / Male,4.2
Kentucky,Testis / Both sexes combined,0.3
Kentucky,Testis / Female,n/a
Kentucky,Testis / Male,0.3
Kentucky,Thyroid / Both sexes combined,0.5
Kentucky,Thyroid / Female,0.5
Kentucky,Thyroid / Male,0.5
Kentucky,Urinary bladder / Both sexes combined,4.7
Kentucky,Urinary bladder / Female,2.3
Kentucky,Urinary bladder / Male,8.1
Kentucky,Uterine corpus / Both sexes combined,3.9
Kentucky,Uterine corpus / Female,3.9
Kentucky,Uterine corpus / Male,n/a
Louisiana,All cancer types combined / Both sexes combined,190.9
Louisiana,All cancer types combined / Female,157.1
Louisiana,All cancer types combined / Male,237.7
Louisiana,Brain and other nervous system / Both sexes combined,4.2
Louisiana,Brain and other nervous system / Female,3.4
Louisiana,Brain and other nervous system / Male,5.2
Louisiana,Breast / Both sexes combined,24.2 
Louisiana,Breast / Female,24.2
Louisiana,Breast / Male,n/a
Louisiana,Cervix / Both sexes combined,2.9
Louisiana,Cervix / Female,2.9
Louisiana,Cervix / Male,n/a
Louisiana,Colorectum / Both sexes combined,17.9
Louisiana,Colorectum / Female,14.9
Louisiana,Colorectum / Male,21.7
Louisiana,Esophagus / Both sexes combined,4.3
Louisiana,Esophagus / Female,1.5
Louisiana,Esophagus / Male,7.7
Louisiana,Hodgkin lymphoma / Both sexes combined,0.4
Louisiana,Hodgkin lymphoma / Female,0.4
Louisiana,Hodgkin lymphoma / Male,0.5
Louisiana,Kidney and renal pelvis / Both sexes combined,5
Louisiana,Kidney and renal pelvis / Female,3.3
Louisiana,Kidney and renal pelvis / Male,7.1
Louisiana,Larynx / Both sexes combined,1.3
Louisiana,Larynx / Female,0.4
Louisiana,Larynx / Male,2.4
Louisiana,Leukemia / Both sexes combined,7
Louisiana,Leukemia / Female,5.2
Louisiana,Leukemia / Male,9.5
Louisiana,Liver and intrahepatic bile duct / Both sexes combined,8.1
Louisiana,Liver and intrahepatic bile duct / Female,4.6
Louisiana,Liver and intrahepatic bile duct / Male,12.3
Louisiana,Lung and bronchus / Both sexes combined,55
Louisiana,Lung and bronchus / Female,41.5
Louisiana,Lung and bronchus / Male,72.9
Louisiana,Melanoma of the skin / Both sexes combined,2.2
Louisiana,Melanoma of the skin / Female,1.4
Louisiana,Melanoma of the skin / Male,3.4
Louisiana,Myeloma / Both sexes combined,3.8
Louisiana,Myeloma / Female,3
Louisiana,Myeloma / Male,4.9
Louisiana,Non-Hodgkin lymphoma / Both sexes combined,6.6
Louisiana,Non-Hodgkin lymphoma / Female,5
Louisiana,Non-Hodgkin lymphoma / Male,8.6
Louisiana,Oral cavity and pharynx / Both sexes combined,3.3
Louisiana,Oral cavity and pharynx / Female,1.5
Louisiana,Oral cavity and pharynx / Male,5.4
Louisiana,Ovary / Both sexes combined,6.7
Louisiana,Ovary / Female,6.7
Louisiana,Ovary / Male,n/a
Louisiana,Pancreas / Both sexes combined,13.1
Louisiana,Pancreas / Female,11.3
Louisiana,Pancreas / Male,15.1
Louisiana,Prostate / Both sexes combined,22.4
Louisiana,Prostate / Female,n/a
Louisiana,Prostate / Male,22.4
Louisiana,Stomach / Both sexes combined,4.1
Louisiana,Stomach / Female,2.9
Louisiana,Stomach / Male,5.7
Louisiana,Testis / Both sexes combined,0.2
Louisiana,Testis / Female,n/a
Louisiana,Testis / Male,0.2
Louisiana,Thyroid / Both sexes combined,0.4
Louisiana,Thyroid / Female,0.5
Louisiana,Thyroid / Male,0.4
Louisiana,Urinary bladder / Both sexes combined,4
Louisiana,Urinary bladder / Female,2.2
Louisiana,Urinary bladder / Male,6.7
Louisiana,Uterine corpus / Both sexes combined,3.9
Louisiana,Uterine corpus / Female,3.9
Louisiana,Uterine corpus / Male,n/a
Maine,All cancer types combined / Both sexes combined,178.1
Maine,All cancer types combined / Female,150.4
Maine,All cancer types combined / Male,215.7
Maine,Brain and other nervous system / Both sexes combined,5
Maine,Brain and other nervous system / Female,3.8
Maine,Brain and other nervous system / Male,6.4
Maine,Breast / Both sexes combined,18 
Maine,Breast / Female,18
Maine,Breast / Male,n/a
Maine,Cervix / Both sexes combined,1.5
Maine,Cervix / Female,1.5
Maine,Cervix / Male,n/a
Maine,Colorectum / Both sexes combined,13.9
Maine,Colorectum / Female,11.8
Maine,Colorectum / Male,16.5
Maine,Esophagus / Both sexes combined,5.6
Maine,Esophagus / Female,2
Maine,Esophagus / Male,10
Maine,Hodgkin lymphoma / Both sexes combined,0.3
Maine,Hodgkin lymphoma / Female,.0001
Maine,Hodgkin lymphoma / Male,0.4
Maine,Kidney and renal pelvis / Both sexes combined,4.1
Maine,Kidney and renal pelvis / Female,2.4
Maine,Kidney and renal pelvis / Male,6.1
Maine,Larynx / Both sexes combined,1.3
Maine,Larynx / Female,0.3
Maine,Larynx / Male,2.3
Maine,Leukemia / Both sexes combined,7.1
Maine,Leukemia / Female,5.3
Maine,Leukemia / Male,9.4
Maine,Liver and intrahepatic bile duct / Both sexes combined,5.2
Maine,Liver and intrahepatic bile duct / Female,3.4
Maine,Liver and intrahepatic bile duct / Male,7.4
Maine,Lung and bronchus / Both sexes combined,52.5
Maine,Lung and bronchus / Female,43.3
Maine,Lung and bronchus / Male,64.4
Maine,Melanoma of the skin / Both sexes combined,3
Maine,Melanoma of the skin / Female,1.9
Maine,Melanoma of the skin / Male,4.6
Maine,Myeloma / Both sexes combined,3.1
Maine,Myeloma / Female,2.5
Maine,Myeloma / Male,3.7
Maine,Non-Hodgkin lymphoma / Both sexes combined,6.3
Maine,Non-Hodgkin lymphoma / Female,5.3
Maine,Non-Hodgkin lymphoma / Male,7.6
Maine,Oral cavity and pharynx / Both sexes combined,2.7
Maine,Oral cavity and pharynx / Female,1.3
Maine,Oral cavity and pharynx / Male,4.4
Maine,Ovary / Both sexes combined,6.8
Maine,Ovary / Female,6.8
Maine,Ovary / Male,n/a
Maine,Pancreas / Both sexes combined,11.2
Maine,Pancreas / Female,10.6
Maine,Pancreas / Male,11.8
Maine,Prostate / Both sexes combined,19.8
Maine,Prostate / Female,n/a
Maine,Prostate / Male,19.8
Maine,Stomach / Both sexes combined,2.1
Maine,Stomach / Female,1.6
Maine,Stomach / Male,2.6
Maine,Testis / Both sexes combined,.0001
Maine,Testis / Female,n/a
Maine,Testis / Male,.0001
Maine,Thyroid / Both sexes combined,0.4
Maine,Thyroid / Female,0.5
Maine,Thyroid / Male,0.3
Maine,Urinary bladder / Both sexes combined,6
Maine,Urinary bladder / Female,2.8
Maine,Urinary bladder / Male,10.4
Maine,Uterine corpus / Both sexes combined,4.7
Maine,Uterine corpus / Female,4.7
Maine,Uterine corpus / Male,n/a
Maryland,All cancer types combined / Both sexes combined,165.3
Maryland,All cancer types combined / Female,143.3
Maryland,All cancer types combined / Male,198.1
Maryland,Brain and other nervous system / Both sexes combined,4.1
Maryland,Brain and other nervous system / Female,3.2
Maryland,Brain and other nervous system / Male,5.1
Maryland,Breast / Both sexes combined,22.8 
Maryland,Breast / Female,22.8
Maryland,Breast / Male,n/a
Maryland,Cervix / Both sexes combined,2
Maryland,Cervix / Female,2
Maryland,Cervix / Male,n/a
Maryland,Colorectum / Both sexes combined,14.4
Maryland,Colorectum / Female,12.1
Maryland,Colorectum / Male,17.6
Maryland,Esophagus / Both sexes combined,3.9
Maryland,Esophagus / Female,1.5
Maryland,Esophagus / Male,6.9
Maryland,Hodgkin lymphoma / Both sexes combined,0.3
Maryland,Hodgkin lymphoma / Female,0.3
Maryland,Hodgkin lymphoma / Male,0.4
Maryland,Kidney and renal pelvis / Both sexes combined,3.5
Maryland,Kidney and renal pelvis / Female,2
Maryland,Kidney and renal pelvis / Male,5.5
Maryland,Larynx / Both sexes combined,1.1
Maryland,Larynx / Female,0.4
Maryland,Larynx / Male,2.1
Maryland,Leukemia / Both sexes combined,6.6
Maryland,Leukemia / Female,4.9
Maryland,Leukemia / Male,8.8
Maryland,Liver and intrahepatic bile duct / Both sexes combined,6.5
Maryland,Liver and intrahepatic bile duct / Female,3.8
Maryland,Liver and intrahepatic bile duct / Male,9.9
Maryland,Lung and bronchus / Both sexes combined,43.2
Maryland,Lung and bronchus / Female,36.6
Maryland,Lung and bronchus / Male,52.2
Maryland,Melanoma of the skin / Both sexes combined,2.5
Maryland,Melanoma of the skin / Female,1.5
Maryland,Melanoma of the skin / Male,3.9
Maryland,Myeloma / Both sexes combined,3.8
Maryland,Myeloma / Female,3.3
Maryland,Myeloma / Male,4.5
Maryland,Non-Hodgkin lymphoma / Both sexes combined,5.4
Maryland,Non-Hodgkin lymphoma / Female,4.2
Maryland,Non-Hodgkin lymphoma / Male,7.1
Maryland,Oral cavity and pharynx / Both sexes combined,2.3
Maryland,Oral cavity and pharynx / Female,1.3
Maryland,Oral cavity and pharynx / Male,3.5
Maryland,Ovary / Both sexes combined,7.3
Maryland,Ovary / Female,7.3
Maryland,Ovary / Male,n/a
Maryland,Pancreas / Both sexes combined,11.7
Maryland,Pancreas / Female,9.9
Maryland,Pancreas / Male,13.9
Maryland,Prostate / Both sexes combined,20.3
Maryland,Prostate / Female,n/a
Maryland,Prostate / Male,20.3
Maryland,Stomach / Both sexes combined,3.2
Maryland,Stomach / Female,2.3
Maryland,Stomach / Male,4.4
Maryland,Testis / Both sexes combined,0.2
Maryland,Testis / Female,n/a
Maryland,Testis / Male,0.2
Maryland,Thyroid / Both sexes combined,0.4
Maryland,Thyroid / Female,0.5
Maryland,Thyroid / Male,0.4
Maryland,Urinary bladder / Both sexes combined,5
Maryland,Urinary bladder / Female,2.5
Maryland,Urinary bladder / Male,8.8
Maryland,Uterine corpus / Both sexes combined,5.5
Maryland,Uterine corpus / Female,5.5
Maryland,Uterine corpus / Male,n/a
Massachusetts,All cancer types combined / Both sexes combined,162.9
Massachusetts,All cancer types combined / Female,140.2
Massachusetts,All cancer types combined / Male,196.6
Massachusetts,Brain and other nervous system / Both sexes combined,4.2
Massachusetts,Brain and other nervous system / Female,3.4
Massachusetts,Brain and other nervous system / Male,5.2
Massachusetts,Breast / Both sexes combined,18.8 
Massachusetts,Breast / Female,18.8
Massachusetts,Breast / Male,n/a
Massachusetts,Cervix / Both sexes combined,1.3
Massachusetts,Cervix / Female,1.3
Massachusetts,Cervix / Male,n/a
Massachusetts,Colorectum / Both sexes combined,13.2
Massachusetts,Colorectum / Female,11.3
Massachusetts,Colorectum / Male,15.9
Massachusetts,Esophagus / Both sexes combined,4.7
Massachusetts,Esophagus / Female,1.6
Massachusetts,Esophagus / Male,8.7
Massachusetts,Hodgkin lymphoma / Both sexes combined,0.3
Massachusetts,Hodgkin lymphoma / Female,0.2
Massachusetts,Hodgkin lymphoma / Male,0.4
Massachusetts,Kidney and renal pelvis / Both sexes combined,3.3
Massachusetts,Kidney and renal pelvis / Female,2.1
Massachusetts,Kidney and renal pelvis / Male,4.8
Massachusetts,Larynx / Both sexes combined,0.9
Massachusetts,Larynx / Female,0.4
Massachusetts,Larynx / Male,1.6
Massachusetts,Leukemia / Both sexes combined,6.7
Massachusetts,Leukemia / Female,5
Massachusetts,Leukemia / Male,9.1
Massachusetts,Liver and intrahepatic bile duct / Both sexes combined,6.5
Massachusetts,Liver and intrahepatic bile duct / Female,3.6
Massachusetts,Liver and intrahepatic bile duct / Male,10.1
Massachusetts,Lung and bronchus / Both sexes combined,43.7
Massachusetts,Lung and bronchus / Female,38
Massachusetts,Lung and bronchus / Male,51.8
Massachusetts,Melanoma of the skin / Both sexes combined,2.9
Massachusetts,Melanoma of the skin / Female,1.9
Massachusetts,Melanoma of the skin / Male,4.2
Massachusetts,Myeloma / Both sexes combined,3.2
Massachusetts,Myeloma / Female,2.7
Massachusetts,Myeloma / Male,3.9
Massachusetts,Non-Hodgkin lymphoma / Both sexes combined,5.5
Massachusetts,Non-Hodgkin lymphoma / Female,4.4
Massachusetts,Non-Hodgkin lymphoma / Male,7.1
Massachusetts,Oral cavity and pharynx / Both sexes combined,2.5
Massachusetts,Oral cavity and pharynx / Female,1.4
Massachusetts,Oral cavity and pharynx / Male,3.8
Massachusetts,Ovary / Both sexes combined,7.5
Massachusetts,Ovary / Female,7.5
Massachusetts,Ovary / Male,n/a
Massachusetts,Pancreas / Both sexes combined,11.1
Massachusetts,Pancreas / Female,9.9
Massachusetts,Pancreas / Male,12.6
Massachusetts,Prostate / Both sexes combined,19.4
Massachusetts,Prostate / Female,n/a
Massachusetts,Prostate / Male,19.4
Massachusetts,Stomach / Both sexes combined,3.1
Massachusetts,Stomach / Female,2.4
Massachusetts,Stomach / Male,4.1
Massachusetts,Testis / Both sexes combined,0.1
Massachusetts,Testis / Female,n/a
Massachusetts,Testis / Male,0.1
Massachusetts,Thyroid / Both sexes combined,0.5
Massachusetts,Thyroid / Female,0.5
Massachusetts,Thyroid / Male,0.6
Massachusetts,Urinary bladder / Both sexes combined,4.9
Massachusetts,Urinary bladder / Female,2.6
Massachusetts,Urinary bladder / Male,8.4
Massachusetts,Uterine corpus / Both sexes combined,4.6
Massachusetts,Uterine corpus / Female,4.6
Massachusetts,Uterine corpus / Male,n/a
Michigan,All cancer types combined / Both sexes combined,175.5
Michigan,All cancer types combined / Female,151.6
Michigan,All cancer types combined / Male,209.2
Michigan,Brain and other nervous system / Both sexes combined,4.6
Michigan,Brain and other nervous system / Female,3.7
Michigan,Brain and other nervous system / Male,5.7
Michigan,Breast / Both sexes combined,22.4 
Michigan,Breast / Female,22.4
Michigan,Breast / Male,n/a
Michigan,Cervix / Both sexes combined,2.1
Michigan,Cervix / Female,2.1
Michigan,Cervix / Male,n/a
Michigan,Colorectum / Both sexes combined,14.8
Michigan,Colorectum / Female,12.7
Michigan,Colorectum / Male,17.7
Michigan,Esophagus / Both sexes combined,4.8
Michigan,Esophagus / Female,1.8
Michigan,Esophagus / Male,8.6
Michigan,Hodgkin lymphoma / Both sexes combined,0.4
Michigan,Hodgkin lymphoma / Female,0.3
Michigan,Hodgkin lymphoma / Male,0.5
Michigan,Kidney and renal pelvis / Both sexes combined,4.1
Michigan,Kidney and renal pelvis / Female,2.7
Michigan,Kidney and renal pelvis / Male,5.9
Michigan,Larynx / Both sexes combined,1.2
Michigan,Larynx / Female,0.5
Michigan,Larynx / Male,2.1
Michigan,Leukemia / Both sexes combined,7.1
Michigan,Leukemia / Female,5.2
Michigan,Leukemia / Male,9.6
Michigan,Liver and intrahepatic bile duct / Both sexes combined,5.8
Michigan,Liver and intrahepatic bile duct / Female,3.6
Michigan,Liver and intrahepatic bile duct / Male,8.4
Michigan,Lung and bronchus / Both sexes combined,49.8
Michigan,Lung and bronchus / Female,41.5
Michigan,Lung and bronchus / Male,60.8
Michigan,Melanoma of the skin / Both sexes combined,2.5
Michigan,Melanoma of the skin / Female,1.6
Michigan,Melanoma of the skin / Male,3.6
Michigan,Myeloma / Both sexes combined,3.6
Michigan,Myeloma / Female,2.9
Michigan,Myeloma / Male,4.6
Michigan,Non-Hodgkin lymphoma / Both sexes combined,6.7
Michigan,Non-Hodgkin lymphoma / Female,5.2
Michigan,Non-Hodgkin lymphoma / Male,8.8
Michigan,Oral cavity and pharynx / Both sexes combined,2.5
Michigan,Oral cavity and pharynx / Female,1.3
Michigan,Oral cavity and pharynx / Male,4
Michigan,Ovary / Both sexes combined,8
Michigan,Ovary / Female,8
Michigan,Ovary / Male,n/a
Michigan,Pancreas / Both sexes combined,11.6
Michigan,Pancreas / Female,10.1
Michigan,Pancreas / Male,13.3
Michigan,Prostate / Both sexes combined,19.5
Michigan,Prostate / Female,n/a
Michigan,Prostate / Male,19.5
Michigan,Stomach / Both sexes combined,3
Michigan,Stomach / Female,2.1
Michigan,Stomach / Male,4.1
Michigan,Testis / Both sexes combined,0.3
Michigan,Testis / Female,n/a
Michigan,Testis / Male,0.3
Michigan,Thyroid / Both sexes combined,0.5
Michigan,Thyroid / Female,0.5
Michigan,Thyroid / Male,0.5
Michigan,Urinary bladder / Both sexes combined,4.8
Michigan,Urinary bladder / Female,2.5
Michigan,Urinary bladder / Male,8.3
Michigan,Uterine corpus / Both sexes combined,5.2
Michigan,Uterine corpus / Female,5.2
Michigan,Uterine corpus / Male,n/a
Minnesota,All cancer types combined / Both sexes combined,157.7
Minnesota,All cancer types combined / Female,135.8
Minnesota,All cancer types combined / Male,188.7
Minnesota,Brain and other nervous system / Both sexes combined,4.5
Minnesota,Brain and other nervous system / Female,3.5
Minnesota,Brain and other nervous system / Male,5.7
Minnesota,Breast / Both sexes combined,18.8 
Minnesota,Breast / Female,18.8
Minnesota,Breast / Male,n/a
Minnesota,Cervix / Both sexes combined,1.4
Minnesota,Cervix / Female,1.4
Minnesota,Cervix / Male,n/a
Minnesota,Colorectum / Both sexes combined,13.1
Minnesota,Colorectum / Female,11.5
Minnesota,Colorectum / Male,15.2
Minnesota,Esophagus / Both sexes combined,4.4
Minnesota,Esophagus / Female,1.9
Minnesota,Esophagus / Male,7.5
Minnesota,Hodgkin lymphoma / Both sexes combined,0.3
Minnesota,Hodgkin lymphoma / Female,0.3
Minnesota,Hodgkin lymphoma / Male,0.4
Minnesota,Kidney and renal pelvis / Both sexes combined,4.2
Minnesota,Kidney and renal pelvis / Female,2.6
Minnesota,Kidney and renal pelvis / Male,6.2
Minnesota,Larynx / Both sexes combined,0.7
Minnesota,Larynx / Female,0.2
Minnesota,Larynx / Male,1.3
Minnesota,Leukemia / Both sexes combined,7.4
Minnesota,Leukemia / Female,5.5
Minnesota,Leukemia / Male,10
Minnesota,Liver and intrahepatic bile duct / Both sexes combined,5.1
Minnesota,Liver and intrahepatic bile duct / Female,3.2
Minnesota,Liver and intrahepatic bile duct / Male,7.2
Minnesota,Lung and bronchus / Both sexes combined,39.7
Minnesota,Lung and bronchus / Female,33.9
Minnesota,Lung and bronchus / Male,47.6
Minnesota,Melanoma of the skin / Both sexes combined,2.6
Minnesota,Melanoma of the skin / Female,1.6
Minnesota,Melanoma of the skin / Male,3.8
Minnesota,Myeloma / Both sexes combined,3.4
Minnesota,Myeloma / Female,2.7
Minnesota,Myeloma / Male,4.4
Minnesota,Non-Hodgkin lymphoma / Both sexes combined,6.7
Minnesota,Non-Hodgkin lymphoma / Female,5.2
Minnesota,Non-Hodgkin lymphoma / Male,8.6
Minnesota,Oral cavity and pharynx / Both sexes combined,2.2
Minnesota,Oral cavity and pharynx / Female,1.3
Minnesota,Oral cavity and pharynx / Male,3.1
Minnesota,Ovary / Both sexes combined,7.2
Minnesota,Ovary / Female,7.2
Minnesota,Ovary / Male,n/a
Minnesota,Pancreas / Both sexes combined,10.5
Minnesota,Pancreas / Female,8.8
Minnesota,Pancreas / Male,12.4
Minnesota,Prostate / Both sexes combined,20.6
Minnesota,Prostate / Female,n/a
Minnesota,Prostate / Male,20.6
Minnesota,Stomach / Both sexes combined,2.5
Minnesota,Stomach / Female,1.8
Minnesota,Stomach / Male,3.5
Minnesota,Testis / Both sexes combined,0.1
Minnesota,Testis / Female,n/a
Minnesota,Testis / Male,0.1
Minnesota,Thyroid / Both sexes combined,0.5
Minnesota,Thyroid / Female,0.4
Minnesota,Thyroid / Male,0.5
Minnesota,Urinary bladder / Both sexes combined,4
Minnesota,Urinary bladder / Female,1.9
Minnesota,Urinary bladder / Male,7.1
Minnesota,Uterine corpus / Both sexes combined,4.2
Minnesota,Uterine corpus / Female,4.2
Minnesota,Uterine corpus / Male,n/a
Mississippi,All cancer types combined / Both sexes combined,197.1
Mississippi,All cancer types combined / Female,158.5
Mississippi,All cancer types combined / Male,252.2
Mississippi,Brain and other nervous system / Both sexes combined,5.1
Mississippi,Brain and other nervous system / Female,4.3
Mississippi,Brain and other nervous system / Male,6
Mississippi,Breast / Both sexes combined,23.9 
Mississippi,Breast / Female,23.9
Mississippi,Breast / Male,n/a
Mississippi,Cervix / Both sexes combined,3.5
Mississippi,Cervix / Female,3.5
Mississippi,Cervix / Male,n/a
Mississippi,Colorectum / Both sexes combined,19.4
Mississippi,Colorectum / Female,16.1
Mississippi,Colorectum / Male,23.7
Mississippi,Esophagus / Both sexes combined,4.2
Mississippi,Esophagus / Female,1.5
Mississippi,Esophagus / Male,7.4
Mississippi,Hodgkin lymphoma / Both sexes combined,0.4
Mississippi,Hodgkin lymphoma / Female,0.3
Mississippi,Hodgkin lymphoma / Male,0.6
Mississippi,Kidney and renal pelvis / Both sexes combined,4.4
Mississippi,Kidney and renal pelvis / Female,2.7
Mississippi,Kidney and renal pelvis / Male,6.7
Mississippi,Larynx / Both sexes combined,1.3
Mississippi,Larynx / Female,0.4
Mississippi,Larynx / Male,2.3
Mississippi,Leukemia / Both sexes combined,7.1
Mississippi,Leukemia / Female,5.3
Mississippi,Leukemia / Male,9.6
Mississippi,Liver and intrahepatic bile duct / Both sexes combined,7.4
Mississippi,Liver and intrahepatic bile duct / Female,4.6
Mississippi,Liver and intrahepatic bile duct / Male,10.8
Mississippi,Lung and bronchus / Both sexes combined,58.8
Mississippi,Lung and bronchus / Female,41
Mississippi,Lung and bronchus / Male,82.7
Mississippi,Melanoma of the skin / Both sexes combined,2.3
Mississippi,Melanoma of the skin / Female,1.4
Mississippi,Melanoma of the skin / Male,3.6
Mississippi,Myeloma / Both sexes combined,3.8
Mississippi,Myeloma / Female,3.2
Mississippi,Myeloma / Male,4.8
Mississippi,Non-Hodgkin lymphoma / Both sexes combined,5.4
Mississippi,Non-Hodgkin lymphoma / Female,4.2
Mississippi,Non-Hodgkin lymphoma / Male,7.2
Mississippi,Oral cavity and pharynx / Both sexes combined,3.6
Mississippi,Oral cavity and pharynx / Female,1.6
Mississippi,Oral cavity and pharynx / Male,6.1
Mississippi,Ovary / Both sexes combined,6.7
Mississippi,Ovary / Female,6.7
Mississippi,Ovary / Male,n/a
Mississippi,Pancreas / Both sexes combined,12.6
Mississippi,Pancreas / Female,11
Mississippi,Pancreas / Male,14.3
Mississippi,Prostate / Both sexes combined,26.2
Mississippi,Prostate / Female,n/a
Mississippi,Prostate / Male,26.2
Mississippi,Stomach / Both sexes combined,4
Mississippi,Stomach / Female,3
Mississippi,Stomach / Male,5.2
Mississippi,Testis / Both sexes combined,0.2
Mississippi,Testis / Female,n/a
Mississippi,Testis / Male,0.2
Mississippi,Thyroid / Both sexes combined,0.5
Mississippi,Thyroid / Female,0.5
Mississippi,Thyroid / Male,0.4
Mississippi,Urinary bladder / Both sexes combined,3.9
Mississippi,Urinary bladder / Female,1.9
Mississippi,Urinary bladder / Male,6.9
Mississippi,Uterine corpus / Both sexes combined,4
Mississippi,Uterine corpus / Female,4
Mississippi,Uterine corpus / Male,n/a
Missouri,All cancer types combined / Both sexes combined,180.4
Missouri,All cancer types combined / Female,154.5
Missouri,All cancer types combined / Male,216.6
Missouri,Brain and other nervous system / Both sexes combined,4.4
Missouri,Brain and other nervous system / Female,3.5
Missouri,Brain and other nervous system / Male,5.3
Missouri,Breast / Both sexes combined,22.5 
Missouri,Breast / Female,22.5
Missouri,Breast / Male,n/a
Missouri,Cervix / Both sexes combined,2.6
Missouri,Cervix / Female,2.6
Missouri,Cervix / Male,n/a
Missouri,Colorectum / Both sexes combined,15.8
Missouri,Colorectum / Female,13.2
Missouri,Colorectum / Male,19.1
Missouri,Esophagus / Both sexes combined,4.4
Missouri,Esophagus / Female,1.7
Missouri,Esophagus / Male,7.8
Missouri,Hodgkin lymphoma / Both sexes combined,0.3
Missouri,Hodgkin lymphoma / Female,0.3
Missouri,Hodgkin lymphoma / Male,0.4
Missouri,Kidney and renal pelvis / Both sexes combined,4.6
Missouri,Kidney and renal pelvis / Female,3.1
Missouri,Kidney and renal pelvis / Male,6.5
Missouri,Larynx / Both sexes combined,1.1
Missouri,Larynx / Female,0.4
Missouri,Larynx / Male,1.9
Missouri,Leukemia / Both sexes combined,7.3
Missouri,Leukemia / Female,5.5
Missouri,Leukemia / Male,9.9
Missouri,Liver and intrahepatic bile duct / Both sexes combined,6.1
Missouri,Liver and intrahepatic bile duct / Female,3.6
Missouri,Liver and intrahepatic bile duct / Male,9.2
Missouri,Lung and bronchus / Both sexes combined,55.3
Missouri,Lung and bronchus / Female,44.7
Missouri,Lung and bronchus / Male,69.3
Missouri,Melanoma of the skin / Both sexes combined,3
Missouri,Melanoma of the skin / Female,1.8
Missouri,Melanoma of the skin / Male,4.6
Missouri,Myeloma / Both sexes combined,3.5
Missouri,Myeloma / Female,2.8
Missouri,Myeloma / Male,4.4
Missouri,Non-Hodgkin lymphoma / Both sexes combined,5.9
Missouri,Non-Hodgkin lymphoma / Female,4.7
Missouri,Non-Hodgkin lymphoma / Male,7.5
Missouri,Oral cavity and pharynx / Both sexes combined,2.5
Missouri,Oral cavity and pharynx / Female,1.3
Missouri,Oral cavity and pharynx / Male,3.9
Missouri,Ovary / Both sexes combined,6.9
Missouri,Ovary / Female,6.9
Missouri,Ovary / Male,n/a
Missouri,Pancreas / Both sexes combined,11.3
Missouri,Pancreas / Female,9.9
Missouri,Pancreas / Male,13
Missouri,Prostate / Both sexes combined,18.2
Missouri,Prostate / Female,n/a
Missouri,Prostate / Male,18.2
